dataset,loss,query,orig_answer_id,orig_answer_excerpt,tgt_id,tgt_excerpt,suffix,suffix_len,suffix_token_ids,baseline_rank,final_rank,delta_rank,delta_cos,delta_ndcg,success,iter_used,pos_rank,pos_excerpt
scifact,cos,Sudden death can occur in patients with orthostatic hypertension without cardiac conduction abnormalities.,1686881,"BACKGROUND Patients with familial amyloid polyneuropathy, a rare hereditary form of amyloidosis, have progressive autono",2613411,Tumour-associated cell cycle defects are often mediated by alterations in cyclin-dependent kinase (CDK) activity. Misreg,regulate erratic ##zd ##olin bulk,5,"[15176, 24122, 26494, 18861, 9625]",100,122,-22,0.05237019062042236,-0.006150452881520774,0,3900,,
scifact,cos,Hematopoietic Stem Cell purification reaches purity rates above 90%.,13980338,Heterogeneity within the self-renewal durability of adult hematopoietic stem cells (HSCs) challenges our understanding o,4911006,Apoptotic cells have long been considered as intrinsically tolerogenic or unable to elicit immune responses specific for,vt milestone mechanisms mansions disc,5,"[28879, 19199, 10595, 26842, 5860]",100,70,30,0.05439484119415283,0.012417829047946194,0,8800,,
scifact,cos,4-PBA treatment raises endoplasmic reticulum stress in response to general endoplasmic reticulum stress markers.,32587939,Endoplasmic reticulum (ER) stress causes pancreatic β-cell dysfunction and contributes to β-cell loss and the progressio,28651643,Activating mutations within the K-ras gene occur in a high percentage of human pancreatic carcinomas. We reported previo,folds ##lion carries ##མ ##gc,5,"[15439, 18964, 7883, 29968, 18195]",100,53,47,0.042764127254486084,0.02357485964775205,0,2700,,
scifact,cos,Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.,15048300,BACKGROUND Data on absolute risks of outcomes and patterns of drug use in cost-effectiveness analyses are often based on,4254064,DEFINITIVE erythropoiesis in birds originates from stem cells that emerge in the splanchnopleural mesoderm near the embr,vectors ⅔ ##53 contradictory crows,5,"[19019, 1582, 22275, 27894, 21623]",100,11,89,0.07453018426895142,0.1287524624274419,0,8300,,
scifact,cos,Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.,3475317,"Granulomas are the pathological hallmark of tuberculosis (TB). However, their function and mechanisms of formation remai",4429932,"Metastasis is a multistep process responsible for most cancer deaths, and it can be influenced by both the immediate mic",consort ##ᆯ ##elial nh regulates,5,"[13440, 30022, 24587, 18699, 26773]",100,66,34,0.03428995609283447,0.014660373498472407,0,6200,,
scifact,cos,miR-142-5P is a known regulator of raised body temperature.,6766459,Fever is commonly used to diagnose disease and is consistently associated with increased mortality in critically ill pat,19882228,"Cells undergo a variety of biological responses when placed in hypoxic conditions, including activation of signalling pa",illness [unused802] ##lets cancer deny,5,"[7355, 807, 13461, 4456, 9772]",100,9,91,0.03793531656265259,0.15083951244029323,0,5800,,
scifact,cos,Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.,5172048,Exuberant fibroproliferation is a common complication after injury for reasons that are not well understood. One key com,38587347,"Humoral immune responses depend on B cells encountering antigen, interacting with helper T cells, proliferating and diff",##amp availability ##eche ##oco ##idi,5,"[16613, 11343, 27635, 24163, 28173]",100,98,2,0.02724844217300415,0.0006537173992061662,0,2300,,
scifact,cos,Urbanization is an important risk factor related to the transmission of dengue fever.,18816720,"BACKGROUND Transmission of dengue viruses (DENV), the leading cause of arboviral disease worldwide, is known to vary thr",15493354,Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CN,analyzing implicit ##athic ##ctors redundant,5,"[20253, 24655, 20972, 24817, 21707]",100,52,48,0.11997932195663452,0.02439294682435697,0,4500,,
scifact,cos,Consumption of whole fruits increases the risk of type 2 diabetes.,1974176,OBJECTIVE To determine whether individual fruits are differentially associated with risk of type 2 diabetes. DESIGN Pros,10354110,"Follicular (FO) and marginal zone (MZ) B cells are maintained in distinct locations within the spleen, but the genetic b",clung coherent [unused164] crusader elisa,5,"[14752, 18920, 169, 25237, 29490]",100,30,70,0.09332156181335449,0.05165860335841188,0,2500,,
scifact,cos,Ethanol stress increases the expression of SRL in bacteria.,1148122,"Understanding the genetic basis of adaptation is a central problem in biology. However, revealing the underlying molecul",17231273,"Energy deficiency and dysfunction of the Na+, K+-ATPase are common consequences of many pathological insults. The nature",##ri ##iation maintains ##53 lev,5,"[3089, 18963, 9319, 22275, 23310]",100,16,84,0.06332528591156006,0.09446005889453807,0,8400,,
scifact,cos,Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.,20033112,"Recent studies have demonstrated direct reprogramming of fibroblasts into a range of somatic cell types, but to date ste",13989491,Humans expressing a defective form of the transcription factor AIRE (autoimmune regulator) develop multiorgan autoimmune,influenza cp ##yon ##oms ##gul,5,"[24442, 18133, 14001, 22225, 24848]",100,24,76,0.0521092414855957,0.06514779581300856,0,5200,,
scifact,cos,p16INK4A degradation is encoded by CDKN2A.,17717391,"Monitoring cancer and aging in vivo remains experimentally challenging. Here, we describe a luciferase knockin mouse (p1",23195302,Enhancer of Zeste [E(z)] is a Polycomb-group transcriptional repressor and one of the founding members of the family of ,brings ##verted acids [unused703] mapping,5,"[7545, 26686, 12737, 708, 12375]",100,36,64,0.058605194091796875,0.04176823678287217,0,7900,,
scifact,cos,Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.,52874170,"CONTEXT Diagnostic lumbar punctures (LPs), commonly used to rule out meningitis, are associated with adverse events. OBJ",1921218,Tumor recurrence represents a major clinical challenge. Our data show that emergent recurrent tumors acquire a phenotype,##tead urgency genome primitive viewpoint,5,"[14565, 19353, 13458, 10968, 21386]",100,80,20,0.05497652292251587,0.007541955169176412,0,2200,,
scifact,cos,Long chain polyunsaturated fatty acids supplementation has no significant effects on wheezing or asthma at 3 and 6 years.,22442133,OBJECTIVE To determine whether dietary n-3 long chain polyunsaturated fatty acid (LCPUFA) supplementation of pregnant wo,8629328,Our understanding of the origins and the biological functions of different peripheral B cell subsets continues to evolve,connect sm organizer bone markers,5,"[7532, 15488, 19012, 5923, 16387]",100,35,65,0.046345055103302,0.043235920393582844,0,5700,,
scifact,cos,Bariatric surgery leads to positive outcomes in mental health.,18872233,IMPORTANCE Bariatric surgery is associated with sustained weight loss and improved physical health status for severely o,39571812,"Reproductive function depends on the activity of the gonadotropic axis, which is controlled by a hypothalamic neural net",strands encounter [unused358] activate identify,5,"[14119, 8087, 363, 20544, 6709]",100,84,16,0.07207614183425903,0.005830581798537043,0,3800,,
scifact,cos,KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,12580014,Expression of the intermediate filament protein keratin 17 (K17) is robustly upregulated in inflammatory skin diseases a,164985,The tumor microenvironment (TME) plays a prominent role in the growth of tumor cells. As the major inflammatory componen,model presenting degraded curved ##kes,5,"[2944, 10886, 26131, 9203, 9681]",100,51,49,0.026967346668243408,0.025234580358266562,0,4200,,
scifact,cos,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,12810152,"CONTEXT Hyperhomocysteinemia is caused by genetic and lifestyle influences, including low intakes of folate and vitamin ",24512064,Apart from HIV two exogenous retroviruses (human T cell leukaemia viruses type I (HTLV-I) and type II (HTLV-II)) infect ,infectious lit ##ides 85 susceptible,5,"[16514, 5507, 8621, 5594, 18002]",100,1,99,0.09083068370819092,0.849809516776312,1,3700,,
scifact,cos,Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.,5260382,Serotonin signaling suppresses generation of amyloid-β (Aβ) in vitro and in animal models of Alzheimer’s disease (AD). W,13757347,GABAergic interneurons of the parvalbumin-positive fast-spiking basket cells subtype (PV INs) are important regulators o,ipswich intermediate simulation transform illumination,5,"[15435, 7783, 12504, 10938, 21203]",100,23,77,0.0969054102897644,0.06791380876184358,0,3400,,
scifact,cos,"H4 G94P proteins induce chromatin assembly, which increases free histones.",14637235,Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-,4362729,"Cell growth, an increase in mass and size, is a highly regulated cellular event. The Akt/mTOR (mammalian target of rapam",##90 aids delaying lego ##lates,5,"[21057, 8387, 29391, 23853, 26786]",100,58,42,0.02754276990890503,0.019801133063226062,0,3200,,
scifact,cos,Activated Cdk5 regulates DNA damage-induced neuronal death.,21295300,The phosphatidylinositol-3-kinase-like kinase ATM (ataxia-telangiectasia mutated) has a central role in coordinating DNA,7643848,We have characterized the membrane topology of a 60-kDa inner membrane protein from Escherichia coli that is homologous ,narrows ##physics response target dependency,5,"[25142, 15638, 3433, 4539, 24394]",100,22,78,0.05296200513839722,0.07087424623381577,0,3900,,
scifact,cos,Occipital activation levels are associated with auditory spatial performance in parietal regions of the brain.,313394,"Blind individuals often demonstrate enhanced nonvisual perceptual abilities. However, the neural substrate that underlie",24512064,Apart from HIV two exogenous retroviruses (human T cell leukaemia viruses type I (HTLV-I) and type II (HTLV-II)) infect ,dementia trunks ##30 ia ##morphism,5,"[28767, 20509, 14142, 24264, 19539]",100,34,66,0.06703674793243408,0.044768538670098335,0,5600,,
scifact,cos,Recognition of start codons depends on the translation initiation factor IF3.,16927286,"In bacterial translational initiation, three initiation factors (IFs 1-3) enable the selection of initiator tRNA and the",6493422,"Precise control of myeloid cell activation is required for optimal host defense. However, this activation process must b",volatile adolescent gen che ##34,5,"[20606, 20274, 8991, 18178, 22022]",100,45,55,0.04764091968536377,0.03085211355635223,0,6000,,
scifact,cos,Cancer-associated fibroblasts (CAFs) are constituents of tumor microenvironments,6944800,"Cancers develop in complex tissue environments, which they depend on for sustained growth, invasion and metastasis. Unli",12149169,Synthesis of ribosomal RNA (rRNA) by RNA polymerase (Pol) I is the first step in ribosome biogenesis and a regulatory sw,toward ##ase 41 ##ze ##ifolia,5,"[2646, 11022, 4601, 4371, 29244]",100,2,98,0.08278107643127441,0.48073927034776953,0,2200,,
scifact,cos,Lmna knock-in models are appropriate for testing therapeutic approaches against Hutchinson-Gilford progeria syndrome (HGPS).,22544171,Hutchinson-Gilford progeria syndrome (HGPS) is a childhood premature aging disease caused by a spontaneous point mutatio,12885341,"West Nile virus (WNV) is the most common arthropod-borne flavivirus in the United States; however, the vector ligand(s) ",suffering ras lionel ##52 ##yles,5,"[6114, 20710, 14377, 25746, 26274]",100,61,39,0.029934048652648926,0.017758295733353968,0,2200,,
scifact,cos,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,4883040,BACKGROUND Human immunodeficiency virus (HIV) infection is the strongest risk factor for developing tuberculosis and has,29399239,Neutrophil extracellular traps (NETs) are made of processed chromatin bound to granular and selected cytoplasmic protein,##cite ##aster ##lr garments evolutionary,5,"[17847, 24268, 20974, 21902, 12761]",100,46,54,0.030354797840118408,0.029840843433004666,0,5700,,
scifact,cos,Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC),17671145,The androgen receptor (AR) is overexpressed and hyperactivated in human castration-resistant prostate cancer (CRPC). How,3758260,"Intermittent PTH administration builds bone mass and prevents fractures, but its mechanism of action is unclear. We gene",∇ ##nas reduces exhaustion ##orn,5,"[1595, 11649, 13416, 15575, 9691]",100,23,77,0.05616295337677002,0.06791380876184358,0,5900,,
scifact,cos,Immune complex triggered cell death leads to extracellular release of nuclear DNA.,1049501,"Neutrophil extracellular traps (NETs) are implicated in autoimmunity, but how they are generated and their roles in ster",11156883,The concept of 'Compensatory anti-inflammatory response syndrome' (CARS) was proposed in 1997 by Roger Bone (1941-1997) ,[unused781] argue daisy ##phile ##sms,5,"[786, 7475, 10409, 24862, 19230]",100,6,94,0.07294774055480957,0.2060167038843342,0,4600,,
scifact,cos,The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,16737210,CONTEXT Blood type and crossmatch incompatibility will exclude at least one third of patients in need from receiving a l,22057077,Methylphenidate is a medication used routinely in the management of attention deficit hyperactivity disorder. We report ,inhibitors belgarath ##zine highness ##sters,5,"[25456, 21256, 21254, 17114, 15608]",100,7,93,0.11489194631576538,0.18314285010964534,0,6400,,
scifact,cos,The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,18956141,"Intestinal epithelial cells (IECs) regulate gut immune homeostasis, and impaired epithelial responses are implicated in ",4362729,"Cell growth, an increase in mass and size, is a highly regulated cellular event. The Akt/mTOR (mammalian target of rapam",: ascension ##kit ##amps accumulate,5,"[1024, 18071, 23615, 25167, 27598]",100,25,75,0.07216781377792358,0.06255557032967521,0,4000,,
scifact,cos,Klf4 is important for proper myeloid cell differentiation.,6493422,"Precise control of myeloid cell activation is required for optimal host defense. However, this activation process must b",13106686,Immune sensing of DNA is critical for antiviral immunity but can also trigger autoimmune diseases such as lupus erythema,strained ##ened ##esian overlap emission,5,"[12250, 6675, 25253, 17702, 15760]",100,10,90,0.07859843969345093,0.1388743430941999,0,9100,,
scifact,cos,Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,17628888,"Modification of proteins by SUMO is essential for the maintenance of genome integrity. During DNA replication, the Mms21",12885341,"West Nile virus (WNV) is the most common arthropod-borne flavivirus in the United States; however, the vector ligand(s) ",airport narrowing abolitionist ₜ parasites,5,"[3199, 21978, 29554, 1571, 23996]",100,42,58,0.032749950885772705,0.0340983499250182,0,3200,,
scifact,cos,Drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs.,12800122,Subdividing proliferating tissues into compartments is an evolutionarily conserved strategy of animal development [1-6].,20568364,While significant progress has been made in understanding the induction of tumor vasculature by secreted angiogenic fact,##mun lp ##sner pp carter,5,"[23041, 6948, 20479, 4903, 5708]",100,38,62,0.0423356294631958,0.03900987629318206,0,2600,,
scifact,cos,An M2-like phenotype in brown adipose tissue macrophages is quickly induced by cold exposure.,4319174,"All homeotherms use thermogenesis to maintain their core body temperature, ensuring that cellular functions and physiolo",5783785,"The discovery of microRNAs (miRNAs) provides a new and powerful tool for studying the mechanism, diagnosis and treatment",defense dalton interaction vhs ##a,5,"[3639, 12413, 8290, 17550, 2050]",100,30,70,0.07269001007080078,0.05165860335841188,0,2900,,
scifact,cos,Activation of the Rac1 homolog CED-10 kills viable cells in SRGP-1 mutant Caenorhabditis elegans.,1127562,Multicellular animals rapidly clear dying cells from their bodies. Many of the pathways that mediate this cell removal a,10765888,Neurogenesis is known to take place in the adult brain. This work identifies T lymphocytes and microglia as being import,existent ##das ##asco specifically demonstrates,5,"[25953, 8883, 28187, 4919, 16691]",100,126,-26,0.027089416980743408,-0.007102041718700602,0,3600,,
scifact,cos,The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.,7209559,"CONTEXT The incidence of distal forearm fractures in children peaks around the time of the pubertal growth spurt, possib",7711685,"This review will reconsider the current paradigm for understanding the critical, final steps in the progression of ather",men ##chman topology obviously arises,5,"[2273, 19944, 19587, 5525, 18653]",100,1,99,0.06705844402313232,0.849809516776312,1,4800,,
scifact,cos,Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.,6309659,CONTEXT Exogenous estrogen use may lower risk of dementia in postmenopausal women. A relationship between long-term expo,1797622,Asymmetric cell division and apoptosis (programmed cell death) are two fundamental processes that are important for the ,[unused191] katz fragment puzzle trapping,5,"[196, 20729, 15778, 11989, 22977]",100,30,70,0.028378069400787354,0.05165860335841188,0,2400,,
scifact,cos,IL-10 production by monocytes inhibits CD4 + T cell response.,10648422,Viral replication and microbial translocation from the gut to the blood during HIV infection lead to hyperimmune activat,544971,CEM15/APOBEC3G is a cellular protein required for resistance to infection by virion infectivity factor (Vif)-deficient h,encompassing rna 620 nj ##vel,5,"[19129, 12987, 23612, 19193, 15985]",100,52,48,0.05900043249130249,0.02439294682435697,0,4600,,
scifact,cos,"Approximately 250,000 people are infected with human T-cell lymphotropic virus type 1 in the United Kingdom.",24512064,Apart from HIV two exogenous retroviruses (human T cell leukaemia viruses type I (HTLV-I) and type II (HTLV-II)) infect ,9161988,The development of a safe and effective HIV vaccine is perhaps the most important and challenging goal remaining in HIV-,##ws consistently misconduct directing ##bina,5,"[9333, 10862, 23337, 9855, 21114]",100,49,51,0.08186650276184082,0.026993336911869947,0,3100,,
scifact,cos,Women with a lower birth weight are more likely to develop breast cancer later in life.,16322674,"BACKGROUND Birth size, perhaps a proxy for prenatal environment, might be a correlate of subsequent breast cancer risk, ",7795952,"Fascin, an actin-bundling protein overexpressed in all carcinomas, has been associated with poor prognosis, shorter surv",receptor kb computational ##all ##resses,5,"[10769, 21677, 15078, 8095, 25932]",100,23,77,0.10515546798706055,0.06791380876184358,0,3900,,
scifact,cos,Beta-band coherence is diminished for visible stimuli over invisible stimuli.,1710116,We compared conscious and nonconscious processing of briefly flashed words using a visual masking procedure while record,22707413,"This article describes the development and validation of the S-LANSS score, a self-report version of the Leeds Assessmen",supervised duplicate atom ##osing teams,5,"[13588, 24473, 13787, 18606, 2780]",100,3,97,0.059820711612701416,0.349809516776312,0,6700,,
scifact,cos,Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.,1649738,Survivors of pediatric Hodgkin's lymphoma are at risk for radiation therapy–induced second malignant neoplasms (SMNs). W,25813706,Nuclear extracts derived from HeLa and Drosophila melanogaster KC cell lines have been found to correct single base-base,capturing 112 pastoral sensing wild,5,"[11847, 11176, 13645, 13851, 3748]",100,13,87,0.06950688362121582,0.1124590518135056,0,3100,,
scifact,cos,"Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.",9505402,Here we studied cell-free plasma DNA (cfDNA) collected from subjects with advanced lung cancer whose tumors had develope,1797622,Asymmetric cell division and apoptosis (programmed cell death) are two fundamental processes that are important for the ,anticipation ##勝 embedded bonding depend,5,"[11162, 30306, 11157, 19882, 12530]",100,43,57,0.035894691944122314,0.03297876768994565,0,4000,,
scifact,cos,Normal expression of RUNX1 causes tumorsupressing effects.,1982286,The TLX1 and TLX3 transcription factor oncogenes have a key role in the pathogenesis of T cell acute lymphoblastic leuke,7666498,Mitosis is controlled by multiple kinases that drive cell cycle progression and prevent chromosome mis-segregation. Auro,placed ##gi influx ##⇒ carnegie,5,"[2872, 5856, 18050, 30119, 11298]",100,26,74,0.05217182636260986,0.06011943463346453,0,4300,,
scifact,cos,The composition of myosin-II isoform switches from the A isoform to the B isoform during hematopoietic differentiation.,18909530,Self-renewal and differentiation of stem cells depend on asymmetric division and polarized motility processes that in ot,3033830,"RNases P and MRP are ribonucleoprotein complexes involved in tRNA and rRNA processing, respectively. The RNA subunits of",bacterial carrie ##0s assisted ##ants,5,"[17341, 13223, 16223, 7197, 11390]",100,9,91,0.06204640865325928,0.15083951244029323,0,3900,,
scifact,cos,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,5573975,"Molecules associated with the transforming growth factor β (TGF-β) superfamily, such as bone morphogenic proteins (BMPs)",3863543,"Mesenchymal niche cells may drive tissue failure and malignant transformation in the hematopoietic system, but the under",theoretical begins ##ids ##ory inuit,5,"[9373, 4269, 9821, 10253, 25179]",100,26,74,0.05428040027618408,0.06011943463346453,0,3900,,
scifact,cos,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,4398832,The most conspicuous event in the cell cycle is the alignment of chromosomes in metaphase. Chromosome alignment fosters ,14171859,"beta-adrenergic receptors (beta-ARs), prototypic G-protein-coupled receptors (GPCRs), play a critical role in regulating",metabolic es ##minated ##une ##ini,5,"[21453, 9686, 26972, 9816, 5498]",100,54,46,0.014808237552642822,0.022779207221389125,0,3300,,
scifact,cos,Lack of FGF21 in mice leads to reduced lifespan.,9315213,BACKGROUND Fibroblast growth factor 21 (FGF21) is a metabolic hormone with pleiotropic effects on glucose and lipid meta,4422868,Intestinal cancer is initiated by Wnt-pathway-activating mutations in genes such as adenomatous polyposis coli (APC). As,##elial magnus ##uin ##ea ##dah,5,"[24587, 10045, 20023, 5243, 18417]",100,6,94,0.056684911251068115,0.2060167038843342,0,4000,,
scifact,cos,It is not proven that moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD) specifically.,5293024,"Our attitude towards candy—“if it tastes that good, it can't be healthy”—betrays society's puritanical stance towards pl",4429118,The mediators and cellular effectors of inflammation are important constituents of the local environment of tumours. In ,##dgets handling tainted flourished aging,5,"[28682, 8304, 26392, 17893, 12520]",100,111,-11,0.05020111799240112,-0.003290547573243263,0,5400,,
scifact,cos,Energy balance requires hypothalamic glutamate neurotransmission.,45154987,"The melanocortin receptor 4 (MC4R) is a well-established mediator of body weight homeostasis. However, the neurotransmit",6157371,"Actin and its key regulatory component, cofilin, are found together in large rod-shaped assemblies in neurons subjected ",pseudo pump ##jima mechanisms transport,5,"[18404, 10216, 19417, 10595, 3665]",100,59,41,0.06736379861831665,0.01910332437509346,0,6100,,
scifact,cos,H4 G94P proteins suppress degradation of free histones via Rad53-dependent mechanisms.,14637235,Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-,8629328,Our understanding of the origins and the biological functions of different peripheral B cell subsets continues to evolve,solving * dessert influences pr,5,"[13729, 1008, 18064, 8092, 10975]",100,22,78,0.020214498043060303,0.07087424623381577,0,4500,,
scifact,cos,The mean suicide rate in women is higher after miscarriage than live birth.,25641414,OBJECTIVE To determine rates of suicide associated with pregnancy by the type of pregnancy. DESIGN Register linkage stud,3610080,OBJECTIVES To identify and describe misunderstandings between patients and doctors associated with prescribing decisions,dd ##lian ##uration modes optimistic,5,"[20315, 15204, 18924, 11583, 21931]",100,24,76,0.08989274501800537,0.06514779581300856,0,2700,,
scifact,cos,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,6157837,Angiotensin converting enzyme (ACE) inhibitors are now one of the most frequently used classes of antihypertensive drugs,36025357,"This review is the introduction to a special issue concerning, glutathione (GSH), the most abundant low molecular weight",187 inactive meg [unused670] ##aith,5,"[19446, 16389, 12669, 675, 22465]",100,20,80,0.03151726722717285,0.07747976547326502,0,2300,,
scifact,cos,The DESMOND program demonstrates no significant impact on biochemical outcomes.,12584053,OBJECTIVE To measure whether the benefits of a single education and self management structured programme for people with,24942840,OBJECTIVES To determine the frequency of neurobehavioral signs and symptoms reported in every published case of traumati,##worm urgency genome high viewpoint,5,"[22769, 19353, 13458, 2152, 21386]",100,8,92,0.08776205778121948,0.1652743935620408,0,2500,,
scifact,cos,The risk of cancer rises with level of alcohol consumption.,52072815,"Summary Background Alcohol use is a leading risk factor for death and disability, but its overall association with healt",37628989,BACKGROUND Confocal laser endomicroscopy (CLE) is rapidly emerging as a valuable tool for gastrointestinal endoscopic im,targeted ##hc implicit ##rim ##nio,5,"[9416, 16257, 24655, 20026, 27678]",100,6,94,0.15761500597000122,0.2060167038843342,0,4700,,
scifact,cos,Decreased conversion of PGE 2 to PPARy ligand 15-ket-PGE 2 causes accumulation of PGE.,712078,Cystic fibrosis is caused by mutations in the cystic fibrosis transmembrane conductance regulator (encoded by Cftr) that,9655347,BACKGROUND Long non-coding RNAs (lncRNAs) are a sub-class within non-coding RNA repertoire that have emerged as crucial ,##tead urgency genome primitive viewpoint,5,"[14565, 19353, 13458, 10968, 21386]",100,2,98,0.043687403202056885,0.48073927034776953,0,2200,,
scifact,cos,Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.,9745001,OBJECTIVE To investigate the long term effect of radioactive iodine on thyroid function and size in patients with non-to,3419709,Nonalcoholic fatty liver disease (NAFLD) is a growing worldwide epidemic and an important risk factor for the developmen,knockout regards ua sensitivity particularly,5,"[11369, 12362, 25423, 14639, 3391]",100,156,-56,0.04516881704330444,-0.013103164441290144,0,7400,,
scifact,cos,siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.,33370,Glioblastomas are deadly cancers that display a functional cellular hierarchy maintained by self-renewing glioblastoma s,15488881,Humoral immunity depends on both rapid and long-term antibody production against invading pathogens. This is achieved by,a2 swollen ##sitor ##trix ##hesive,5,"[22441, 13408, 28307, 29184, 21579]",100,11,89,0.04941684007644653,0.1287524624274419,0,3400,,
scifact,cos,Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.,39381118,"Apoptosis that proceeds via the mitochondrial pathway involves mitochondrial outer membrane permeabilization (MOMP), res",612002,The extracellular amino-terminal domains (ATDs) of the ionotropic glutamate receptor subunits form a semiautonomous comp,governors rec ultimately ##uz resistance,5,"[11141, 28667, 4821, 17040, 5012]",100,57,43,0.061182498931884766,0.020516796440032153,0,3800,,
scifact,cos,Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.,14803797,"Intestinal microbiota metabolism of choline and phosphatidylcholine produces trimethylamine (TMA), which is further meta",3419709,Nonalcoholic fatty liver disease (NAFLD) is a growing worldwide epidemic and an important risk factor for the developmen,reduced geraldine affect nm stages,5,"[4359, 26987, 7461, 13221, 5711]",100,110,-10,0.06917059421539307,-0.003010796305702751,0,4300,,
scifact,cos,Localization of PIN1 in the roots of Arabidopsis requires VPS9a,4350400,Dynamically polarized membrane proteins define different cell boundaries and have an important role in intercellular com,12580014,Expression of the intermediate filament protein keratin 17 (K17) is robustly upregulated in inflammatory skin diseases a,246 submarine primate minute ##izer,5,"[22376, 6982, 25662, 3371, 17629]",100,60,40,0.0461430549621582,0.01842261546581314,0,3000,,
scifact,cos,HNF4A mutations are associated with macrosomia in infancy.,56893404,Background  Macrosomia is associated with considerable neonatal and maternal morbidity. Factors that predict macrosomia ,13106686,Immune sensing of DNA is critical for antiviral immunity but can also trigger autoimmune diseases such as lupus erythema,artifacts tc activate umar trapping,5,"[10471, 22975, 20544, 27981, 22977]",100,24,76,0.04121595621109009,0.06514779581300856,0,2900,,
scifact,cos,The deregulated and prolonged activation of monocytes has deleterious effects in chronic infectious conditions.,6493422,"Precise control of myeloid cell activation is required for optimal host defense. However, this activation process must b",40781557,Low-grade serous carcinomas represent approximately 10% of all serous ovarian carcinomas. A growing body of research has,carriers caucasian eurovision suppress poly,5,"[11363, 23368, 12714, 16081, 26572]",100,36,64,0.02953934669494629,0.04176823678287217,0,7700,,
scifact,cos,Ribosomopathies have a high degree of cell and tissue specific pathology.,12486491,"Historically, the ribosome has been viewed as a complex ribozyme with constitutive rather than regulatory capacity in mR",13923140,"Autoimmune diseases are thought to result from imbalances in normal immune physiology and regulation. Here, we show that",##nist ability pauses observer smyth,5,"[26942, 3754, 19623, 9718, 28103]",100,5,95,0.043835222721099854,0.23666232401085366,0,6600,,
scifact,cos,Exhaustion of B cells contributes to poor Ab response in HIV-infected individuals.,8883846,The Global HIV Vaccine Enterprise convened a two-day workshop in May of 2007 to discuss humoral immune responses to HIV ,28468276,"The basement membrane (BM), a specialized network of extracellular matrix macromolecules, surrounds epithelial, endothel",invasions ter ##ply symbolic ##gue,5,"[23536, 28774, 22086, 12613, 9077]",100,44,56,0.03985726833343506,0.03189741724625028,0,3600,,
scifact,cos,Increased flux of microbial products suppresses immune responses.,40096222,"Mice lacking junctional adhesion molecule A (JAM-A, encoded by F11r) exhibit enhanced intestinal epithelial permeability",24921368,"Impaired awareness of hypoglycaemia (IAH) is an acquired complication of insulin therapy, which affects people with type",##sters ##xin advise ##tase ##stic,5,"[15608, 20303, 18012, 18260, 10074]",100,62,38,0.05849874019622803,0.017109695586486146,0,5200,,
scifact,cos,Adult tissue-resident macrophages are seeded before birth.,7521113,"Mononuclear phagocytes, including monocytes, macrophages, and dendritic cells, contribute to tissue integrity as well as",39304380,Simultaneous parenteral vaccination against typhoid and cholera lead to death through either anaphylactic shock or endot,fever example analysis ##ins sporadic,5,"[9016, 2742, 4106, 7076, 24590]",100,2,98,0.06932824850082397,0.48073927034776953,0,5800,,
